lambda,V5,V7,V3,tap9,B5,Qshunt5,Pg1,Pg2,Pg2_requested,Qg2,Qc2,C2mode,C2Vdc,Ic1,Ic2,Ic3,Uc1,Uc2,Uc3,AC_error_MVA,DC_error_MW,bridge_error_MW,station_U_error_pu,station_I_error_pu,station_S_error_MVA,loss_error_MW,PQ_schedule_error,cap_margin_MVA,bus6_type,Pload5,Qload5,load_interpolation_error,generator_projection_error
0,0.995073382098997,0.981252420237628,1,1.01111111111111,0,0,133.563498005811,40,40,-15.3071800343018,0.585082359325398,2,1,0.477935665002906,0.138215230151095,0.236869224557431,0.989666276775489,1.00026309598062,0.997458068723197,2.21339838927532e-10,5.75539615965681e-13,6.10844708148761e-13,8.72635297355373e-14,1.30784272300843e-13,2.18630319356842e-10,0,1.84804171965425e-10,78.769167767047,2,60,10,0,0
0.0918262965000641,0.984333925322641,0.980041679811531,1,1.01111111111111,0,0,134.367502093719,62.0383111600154,62.0383111600154,-14.831082746067,5.43324864606356,2,1,0.478436162483318,0.142803363176754,0.239453557712317,0.988597654253297,1.00216834938451,0.986746812948115,3.31251211939253e-10,4.43378667114303e-12,2.40918396343659e-13,6.92779167366098e-14,4.16500167688127e-13,1.77584240446666e-10,2.22044604925031e-16,2.01438865587988e-10,78.6113302904694,2,82.0383111600154,13.6730518600026,0,7.105427357601e-15
0.182849558322944,0.972953681715901,0.978718548373082,1,1.01111111111111,0,0,135.57228691939,83.8838939975066,83.8838939975066,-13.6681372620087,10.8086459268549,2,1,0.47904171167761,0.155750567707646,0.242254348613421,0.987307675646193,1.00428078522228,0.975397212393201,3.60833928708614e-10,3.31112914864207e-12,3.65485419706602e-13,1.33670852164869e-13,8.10740363732521e-13,3.27931128835714e-10,0,2.07521111406095e-10,78.420804499444,2,103.883893997507,17.3139823329178,0,0
0.272774675671641,0.960919364242074,0.977280782900663,1,1.01111111111111,0,0,137.192502037011,105.465922161194,105.465922161194,-11.8144313286572,16.7225512706694,2,1,0.479754888251745,0.177401683199358,0.245288282416241,0.985792537996718,1.00660483383054,0.96339618373007,3.25241725412584e-10,4.50484094471904e-12,3.11972669919669e-13,8.5043083686287e-14,1.05909725434117e-12,2.21426640375018e-10,2.22044604925031e-16,2.36544117626636e-10,78.1970323658588,2,125.465922161194,20.9109870268656,0,0
0.36127233916474,0.952883743100849,0.976268079572507,1,1.01111111111111,5,4.53993713932943,139.110884993162,126.705361399538,126.705361399538,-10.7399823950901,20.9488228562673,2,1,0.480223662502604,0.196283734159824,0.247356784825587,0.984799046536261,1.00826566989876,0.955383315772221,7.36458917594689e-07,2.09749416058003e-07,6.74474898154642e-09,3.10529379987656e-13,1.65971680843313e-11,2.41787312530736e-09,0,2.11957058127155e-07,78.0503079233245,2,146.705361399538,24.4508935665896,0,1.4210854715202e-14
0.448262245535309,0.948901358227536,0.975682866385425,1,1.01111111111111,15,13.506206814691,141.286546318668,147.582938928474,147.582938928474,-10.4606501021038,23.474110841983,2,1,0.480444878740584,0.208567058468277,0.248394900916884,0.984330877907523,1.00925805364018,0.951412367630835,8.13472626535866e-07,2.32308821068727e-07,6.92104507038493e-09,3.1818991885757e-13,1.88459525762852e-11,2.72144166115518e-09,0,2.34785652253322e-07,77.981167576676,2,167.582938928474,27.9304898214124,0,0
0.528338923367663,0.935134224988926,0.97386156167179,1,1.01111111111111,15,13.1171402811846,161.041149103413,150,166.801341608239,-5.18060423583876,31.6492822174037,2,1,0.481736315227202,0.251952975058321,0.252051795450179,0.981606217014433,1.01247070889874,0.93768561640766,3.68229457233143e-10,8.45545855554519e-13,3.81916720471054e-14,9.12603326241879e-14,8.23674461969404e-13,2.14770690236749e-10,0,2.62111221616124e-10,77.578801123941,2,186.801341608239,31.1335569347065,0,0
0.601103563739948,0.921686355748942,0.972052337293586,1,1.01111111111111,15,12.7425860756065,181.739606898857,150,184.264855297588,0.287536730966679,39.8791854440161,2,1,0.483065999382158,0.29931113847965,0.255729358393336,0.978815860861402,1.0157048608304,0.924278507845353,1.37797916961587e-10,1.00186525742174e-12,1.02140518265514e-14,7.14983627858601e-14,8.09019518044352e-13,1.67738164951107e-10,2.22044604925031e-16,8.58868531850021e-11,77.1667659342318,2,204.264855297588,34.0441425495979,0,0
0.671206319922159,0.907826709119674,0.970168701597602,1,1.01111111111111,15,12.3622400068659,202.203809773188,150,201.089516781318,6.01271904607665,48.4902231252643,2,1,0.484466074621178,0.35119949349731,0.259633538018045,0.975894099943005,1.01908877841263,0.910462301098507,3.84597738094442e-10,4.76063632959267e-13,5.73763259126281e-13,6.18394224716212e-14,6.86339873823272e-13,1.43200536103733e-10,0,2.40646613747231e-10,76.7353628898459,2,221.089516781318,36.8482527968864,0,8.88178419700125e-16
0.738282303141112,0.893605045565779,0.968218511625458,1,1.01111111111111,15,11.9779496619093,222.326777685999,150,217.187752753867,11.9678721879924,57.4434741213891,2,1,0.485931023210696,0.406716605951255,0.263765588125344,0.972854716183206,1.02260716628928,0.896286803512531,2.38962109564167e-10,2.34479102800833e-13,6.16839912481737e-13,5.77315972805081e-14,9.95425963878915e-13,1.57460479737044e-10,0,5.51203527265898e-11,76.28663190487,2,237.187752753867,39.5312921256445,0,0
0.801966391933265,0.879086954711287,0.966212113810058,1,1.01111111111111,15,11.5919081091535,241.992035300191,150,232.471934063984,18.1176652757385,66.6877583130197,2,1,0.487453177565658,0.465115739365377,0.268121667750926,0.969715711025075,1.02623991160466,0.881817597262454,2.59062943354519e-10,5.18696197104873e-13,1.30562227695918e-13,9.04831765069503e-14,1.0895173652159e-12,2.19026313310534e-10,2.22044604925031e-16,1.58379975800926e-10,75.8232353145036,2,252.471934063984,42.0786556773306,0,0
0.861923664250687,0.864351094021798,0.964161962990784,1,1.01111111111111,15,11.2065422060502,261.081232145046,150,246.861679420165,24.4197553691296,76.1614219904983,2,1,0.489022949597512,0.525722270898248,0.272692731027689,0.966498670664734,1.02996278577807,0.867133275575943,1.38181849905988e-10,1.00897068477934e-12,8.5087492607272e-13,4.21884749357559e-14,7.76823050330222e-13,1.2597303123977e-10,2.22044604925031e-16,1.48851597714383e-10,71.1416593653793,2,266.861679420165,44.4769465700275,0,0
0.917880348970819,0.849484187858775,0.962081888182072,1,1.01111111111111,15,10.8243507813312,279.483229728474,150,260.291283752997,30.8272061383011,85.7958657552624,2,1,0.490629361957397,0.58790192490303,0.277465153282455,0.963227533524725,1.03374883097896,0.852320447393729,2.30131888681335e-10,1.05160324892495e-12,7.76267938817909e-13,7.74935671188359e-14,7.77211628388841e-13,1.83776004067831e-10,2.22044604925031e-16,4.75850470138539e-11,61.8147112646002,2,280.291283752997,46.7152139588328,0,0
0.969648640664715,0.834574620343385,0.959986123919351,1,1.01111111111111,15,10.4477219538196,297.102849226244,150,272.715673759532,37.291689683864,95.5202493023668,2,1,0.492260800570076,0.651059847192827,0.282422032314372,0.959926957155461,1.0375702090279,0.837467343511183,2.45625682000764e-10,9.02389274415327e-13,5.46007683510652e-13,8.10462807976364e-14,1.16728848809089e-12,1.91597877288062e-10,0,2.2495072471429e-10,52.3410229209008,2,292.715673759532,48.7859456265886,0,0
1.01714003906327,0.819705924458953,0.957888302860994,1,1.01111111111111,15,10.0787670388966,313.86744727944,150,284.113609375186,43.7668277918532,105.266424905057,2,1,0.493905837603208,0.714654319309168,0.287544902826942,0.956620612880164,1.04140014011989,0.822657323974161,2.96210052976517e-10,1.18660636871937e-12,5.80868686483882e-13,6.82787160144471e-14,5.62494495426336e-13,1.49800869874222e-10,0,2.57781351820086e-10,42.8018521035937,2,304.113609375186,50.6856015625309,0,0
