PSSE CLI: C:\Program Files (x86)\PTI\PSSE34\PSSBIN\pssecmd34.exe (RAW output version 34)
Solving suite_i_facts_4bus_remote_group.raw with FNSL...
Solving suite_i_facts_pqbrak_remote_limit.raw with FNSL...
Solving suite_i_genq_flatst1_qmax.raw with FNSL...
Solving suite_i_genq_nondiv1_qmin.raw with FNSL...
Solving suite_i_genq_varlim0_remote_group.raw with FNSL...
Solving suite_i_pqbrak_genq_remote_single.raw with FNSL...
Solving suite_i_solver_all_options_3bus.raw with FNSL...
Solving suite_i_swdev_open_parallel_pqbrak.raw with FNSL...
Solving suite_i_swdev_tight_thrshz_closed.raw with FNSL...
Solving suite_i_swshnt_flatst1_continuous.raw with FNSL...
Solving suite_i_swshnt_pqbrak_remote_group.raw with FNSL...
Solving suite_i_twodc_dctaps0_active.raw with FNSL...
Solving suite_i_twodc_varlim1_loss.raw with FNSL...
Solving suite_i_ultc_10bus_sign_matrix.raw with FNSL...
Solving suite_i_ultc_multi_2w_shared.raw with FNSL...
Solving suite_i_ultc_multi_3w_cw2_shared.raw with FNSL...
Solving suite_i_ultc_nondiv1_local.raw with FNSL...
Solving suite_i_ultc_varlim1_remote_limit.raw with FNSL...
Solving suite_m_integrated_14bus_dctaps0.raw with FNSL...
Solving suite_m_integrated_14bus_flatst1.raw with FNSL...
Solving suite_m_integrated_14bus_nominal.raw with FNSL...
Solving suite_m_integrated_14bus_varlim0.raw with FNSL...
Solving suite_m_integrated_30bus_conservative_adjust.raw with FNSL...
Solving suite_m_integrated_30bus_flatst1.raw with FNSL...
Solving suite_m_integrated_30bus_nominal.raw with FNSL...
Solving suite_m_integrated_30bus_swsht1.raw with FNSL...
Solving suite_s_30bus_nondiv1.raw with FNSL...
Solving suite_s_30bus_pqbrak_high.raw with FNSL...
Solving suite_s_40bus_dctaps0.raw with FNSL...
Solving suite_s_40bus_nominal.raw with FNSL...
Solving suite_s_40bus_varlim0.raw with FNSL...
Solving suite_u_facts_3bus_local.raw with FNSL...
Solving suite_u_facts_3bus_remote.raw with FNSL...
Solving suite_u_facts_3bus_remote_limit.raw with FNSL...
Solving suite_u_genq_3bus_local_inband.raw with FNSL...
Solving suite_u_genq_3bus_qmax.raw with FNSL...
Solving suite_u_genq_3bus_qmin.raw with FNSL...
Solving suite_u_genq_3bus_qzero.raw with FNSL...
Solving suite_u_genq_3bus_slack_limit.raw with FNSL...
Solving suite_u_genq_4bus_remote_single.raw with FNSL...
Solving suite_u_genq_5bus_group_all_limited.raw with FNSL...
Solving suite_u_genq_5bus_group_one_limited.raw with FNSL...
Solving suite_u_genq_5bus_remote_group.raw with FNSL...
Solving suite_u_pqbrak_3bus_basic.raw with FNSL...
Solving suite_u_swdev_3bus_closed.raw with FNSL...
Solving suite_u_swshnt_2bus_continuous_local.raw with FNSL...
Solving suite_u_swshnt_2bus_discrete_local.raw with FNSL...
Solving suite_u_swshnt_2bus_discrete_swsht1.raw with FNSL...
Solving suite_u_swshnt_3bus_remote_group.raw with FNSL...
Solving suite_u_twodc_4bus_base.raw with FNSL...
Solving suite_u_twodc_5bus_active.raw with FNSL...
Solving suite_u_ultc_2bus_actaps_off.raw with FNSL...
Solving suite_u_ultc_2bus_cod_m1.raw with FNSL...
Solving suite_u_ultc_2bus_cod0.raw with FNSL...
Solving suite_u_ultc_2bus_cont_pos.raw with FNSL...
Solving suite_u_ultc_2bus_cont0.raw with FNSL...
Solving suite_u_ultc_2bus_cw2.raw with FNSL...
Solving suite_u_ultc_2bus_local.raw with FNSL...
Solving suite_u_ultc_2bus_ntp10_inband.raw with FNSL...
Solving suite_u_ultc_2bus_ntp10_lowv.raw with FNSL...
Solving suite_u_ultc_2bus_tab.raw with FNSL...
Solving suite_u_ultc_3bus_remote.raw with FNSL...
Solving suite_u_ultc_3bus_remote_cont_pos.raw with FNSL...
Solving suite_u_ultc_3bus_remote_limit.raw with FNSL...
Solving suite_u_ultc_3w_tab.raw with FNSL...
Solving suite_u_ultc_3w_tab_cw2.raw with FNSL...
Solving suite_u_ultc_3w_w2.raw with FNSL...
Solving suite_u_ultc_3w_w2_cw2.raw with FNSL...
Solving suite_u_ultc_3w_w3.raw with FNSL...

Raw                                              Converged BusReport Saved SolvedRaw BatchErrors ExitCode SavFile      
---                                              --------- --------- ----- --------- ----------- -------- -------      
suite_i_facts_4bus_remote_group.raw                   True      True  True      True       False        0 C:\Users\S...
suite_i_facts_pqbrak_remote_limit.raw                 True      True  True      True       False        0 C:\Users\S...
suite_i_genq_flatst1_qmax.raw                         True      True  True      True       False        0 C:\Users\S...
suite_i_genq_nondiv1_qmin.raw                         True      True  True      True       False        0 C:\Users\S...
suite_i_genq_varlim0_remote_group.raw                 True      True  True      True       False        0 C:\Users\S...
suite_i_pqbrak_genq_remote_single.raw                 True      True  True      True       False        0 C:\Users\S...
suite_i_solver_all_options_3bus.raw                   True      True  True      True       False        0 C:\Users\S...
suite_i_swdev_open_parallel_pqbrak.raw                True      True  True      True       False        0 C:\Users\S...
suite_i_swdev_tight_thrshz_closed.raw                 True      True  True      True       False        0 C:\Users\S...
suite_i_swshnt_flatst1_continuous.raw                 True      True  True      True       False        0 C:\Users\S...
suite_i_swshnt_pqbrak_remote_group.raw                True      True  True      True       False        0 C:\Users\S...
suite_i_twodc_dctaps0_active.raw                      True      True  True      True       False        0 C:\Users\S...
suite_i_twodc_varlim1_loss.raw                        True      True  True      True       False        0 C:\Users\S...
suite_i_ultc_10bus_sign_matrix.raw                    True      True  True      True       False        0 C:\Users\S...
suite_i_ultc_multi_2w_shared.raw                      True      True  True      True       False        0 C:\Users\S...
suite_i_ultc_multi_3w_cw2_shared.raw                  True      True  True      True       False        0 C:\Users\S...
suite_i_ultc_nondiv1_local.raw                        True      True  True      True       False        0 C:\Users\S...
suite_i_ultc_varlim1_remote_limit.raw                 True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_14bus_dctaps0.raw                  True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_14bus_flatst1.raw                  True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_14bus_nominal.raw                  True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_14bus_varlim0.raw                  True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_30bus_conservative_adjust.raw      True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_30bus_flatst1.raw                  True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_30bus_nominal.raw                  True      True  True      True       False        0 C:\Users\S...
suite_m_integrated_30bus_swsht1.raw                   True      True  True      True       False        0 C:\Users\S...
suite_s_30bus_nondiv1.raw                             True      True  True      True       False        0 C:\Users\S...
suite_s_30bus_pqbrak_high.raw                         True      True  True      True       False        0 C:\Users\S...
suite_s_40bus_dctaps0.raw                             True      True  True      True       False        0 C:\Users\S...
suite_s_40bus_nominal.raw                             True      True  True      True       False        0 C:\Users\S...
suite_s_40bus_varlim0.raw                             True      True  True      True       False        0 C:\Users\S...
suite_u_facts_3bus_local.raw                          True      True  True      True       False        0 C:\Users\S...
suite_u_facts_3bus_remote.raw                         True      True  True      True       False        0 C:\Users\S...
suite_u_facts_3bus_remote_limit.raw                   True      True  True      True       False        0 C:\Users\S...
suite_u_genq_3bus_local_inband.raw                    True      True  True      True       False        0 C:\Users\S...
suite_u_genq_3bus_qmax.raw                            True      True  True      True       False        0 C:\Users\S...
suite_u_genq_3bus_qmin.raw                            True      True  True      True       False        0 C:\Users\S...
suite_u_genq_3bus_qzero.raw                           True      True  True      True       False        0 C:\Users\S...
suite_u_genq_3bus_slack_limit.raw                     True      True  True      True       False        0 C:\Users\S...
suite_u_genq_4bus_remote_single.raw                   True      True  True      True       False        0 C:\Users\S...
suite_u_genq_5bus_group_all_limited.raw               True      True  True      True       False        0 C:\Users\S...
suite_u_genq_5bus_group_one_limited.raw               True      True  True      True       False        0 C:\Users\S...
suite_u_genq_5bus_remote_group.raw                    True      True  True      True       False        0 C:\Users\S...
suite_u_pqbrak_3bus_basic.raw                         True      True  True      True       False        0 C:\Users\S...
suite_u_swdev_3bus_closed.raw                         True      True  True      True       False        0 C:\Users\S...
suite_u_swshnt_2bus_continuous_local.raw              True      True  True      True       False        0 C:\Users\S...
suite_u_swshnt_2bus_discrete_local.raw                True      True  True      True       False        0 C:\Users\S...
suite_u_swshnt_2bus_discrete_swsht1.raw               True      True  True      True       False        0 C:\Users\S...
suite_u_swshnt_3bus_remote_group.raw                  True      True  True      True       False        0 C:\Users\S...
